@relation FuncionCuadratica

@attribute controlVar0 numeric
@attribute controlVar1 numeric
@attribute controlVar2 numeric
@attribute controlVar3 numeric
@attribute controlVar4 numeric
@attribute controlVar5 numeric
@attribute varObjetivo numeric

@data
-100,0,-55.049385,27.354397,59.728152,57.26862,68.792732
-100,0,-11.091493,27.600912,91.45286,0,30.989033
-100,0,23.656723,22.699152,61.692381,57.268604,52.240566
-100,0,15.969098,21.597832,31.152994,109.310875,45.942989
-100,0,2.737236,38.306723,-21.898121,140.556564,171.625305
-100,0,1.895497,41.245172,-20.372827,134.267929,159.834442
-100,0,-43.675549,37.552858,11.004088,105.873276,100.358368
-100,0,-58.951847,41.902773,63.005755,54.865582,74.244156
-100,0,-10.661436,31.350248,75.659937,0,16.946037
-100,0,35.727398,38.054766,72.328203,54.865593,79.360245
-100,0,22.960299,18.220909,27.381756,117.673355,62.482613
-100,0,-2.285695,18.085697,12.856931,154.816895,56.961124
-100,0,-1.370172,4.423209,20.413845,175.441513,59.32719
-100,0,-38.46032,3.584107,24.216305,119.84317,79.416107
-100,0,-77.041031,5.145855,82.512247,59.94762,101.632126
-100,0,-9.21316,3.921825,97.210192,0,18.462082
-100,0,33.940643,3.929778,77.370188,59.947647,65.395622
-100,0,41.31889,9.079104,29.096333,119.297127,111.878502
-100,0,0.390784,9.547117,-3.908009,169.790192,133.724289
-100,0,1.135082,16.336042,-16.30396,164.13887,167.19371
-100,0,-49.877434,14.766437,18.309084,118.128151,108.66111
-100,0,-42.366192,12.2952,65.357195,59.368225,39.901867
-100,0,-11.966157,14.510971,105.865862,0,27.19441
-100,0,40.116306,14.740278,82.432299,59.368237,80.932495
-100,0,53.423847,22.307051,23.634125,116.719643,149.689056
-100,0,-2.338486,13.387615,23.384808,158.638275,51.225178
-100,0,-2.112438,16.042648,21.124203,158.638229,55.624031
-100,0,-64.027443,29.360636,7.567955,114.775948,156.764465
-100,0,-56.755222,25.560053,73.356508,58.198574,64.337593
-100,0,-10.352074,24.844913,103.520777,0,26.820623
-100,0,38.303215,30.042593,81.128443,57.64838,78.878395
-100,0,65.194794,38.054411,18.321293,112.720558,186.220917
-100,0,-0.93759,25.812353,9.375845,147.877457,94.283432
-100,0,6.890599,52.712973,-54.746755,142.61731,285.064545
-100,0,-202.396774,99.659708,-93.658651,110.239716,600.821716
-100,0,-81.609077,45.27022,83.025797,56.54026,108.988625
-100,0,-11.85913,35.534971,104.491686,0,26.692736
-100,0,18.353239,22.393144,63.482928,63.580914,33.477894
-100,0,43.319977,28.158884,22.102625,118.641045,124.535667
-100,0,-5,26.626585,1.867108,149.474655,109.431183
-100,0,1.38351,14.178212,-49.746832,157.380142,188.92659
-100,0,-18.65904,6.517129,-2.391355,116.251213,67.71772
-100,0,-54.711754,14.520268,39.967592,58.719341,111.61454
-100,0,-1.402755,12.777079,63.650706,0,64.502014
-100,0,17.665958,16.279232,20.199383,59.060905,54.056057
-100,0,33.274437,28.895426,-9.210955,106.80986,128.769623
-100,0,-0.000002,21.345196,-17.63594,133.698074,103.206932
-100,0,1.410058,35.309366,-30.3654,110.015976,131.378906
-100,0,-49.440632,47.47122,-20.207777,90.384544,161.140518
-100,0,-22.510969,24.664451,21.353295,48.361431,51.851612
-100,0,-1.4455,43.095156,61.471396,0,70.53434
-100,0,18.6838,32.889101,20.787087,45.349876,60.07806
-100,0,13.694053,25.975096,2.093736,79.72831,59.947605
-100,0,-0.000002,39.956751,-17.463883,94.81356,106.52063
-100,0,1.501629,68.590097,-37.052706,79.611153,155.664932
-100,0,-13.541177,31.841631,0.48165,67.341003,50.966404
-100,0,-32.670708,56.086115,27.102711,37.337017,77.526581
-100,0,-1.512199,44.616003,37.091658,0,47.231041
-100,0,24.896481,60.871523,24.373842,34.467297,82.992195
-100,0,16.202484,43.805292,0.645466,60.009068,70.403641
-100,0,-0.000002,51.907442,-13.47506,70.271111,92.79583
-100,0,1.636299,73.132486,-22.852443,60.931087,114.597809
-100,0,-30.069641,78.043169,-9.389508,52.091965,110.130714
-100,0,-15.718961,46.398252,17.245272,29.370636,40.420807
-100,0,-1.698166,72.454065,42.770495,0,65.193703
-100,0,26.458427,20.055153,25.275749,70.243851,62.435528
-100,0,41.776455,21.823919,-14.119662,99.583588,119.488251
-100,0,-0.000005,22.205812,-42.058199,114.754936,135.024719
-100,0,1.431513,8.955962,-50.119161,168.578827,209.764038
-100,0,-25.699018,5.097824,3.521927,119.022194,78.92514
-100,0,-37.041786,6.245165,39.738245,59.67194,68.857651
-100,0,-1.426688,6.16467,61.145216,0,41.48341
-100,0,32.527752,15.145931,38.779886,59.837238,73.283577
-100,0,33.683559,15.613045,0.552693,115.894539,109.824852
-100,0,-0.000005,23.175461,-40.501398,154.99939,188.538818
-100,0,1.401845,16.046337,-5.70951,141.419922,76.528358
-100,0,-37.265823,22.30471,-3.134479,109.651787,112.884415
-100,0,-50.063622,26.997116,47.279143,56.319202,93.84269
-100,0,-1.4033,16.050848,45.729895,0,26.229799
-100,0,32.006454,29.174841,38.479059,54.925587,75.101746
-100,0,50.571636,42.037077,-9.197634,103.574646,170.124023
-100,0,-0.000004,32.158903,-21.931381,129.746185,133.615616
-100,0,1.41307,37.925909,-23.124904,118.072472,128.576263
-100,0,-25.401932,30.135666,3.697232,95.908546,76.640488
-100,0,-54.7159,49.35206,49.942278,50.776066,104.493515
-100,0,-1.419996,32.631201,54.306093,0,36.838375
-100,0,33.058865,44.447046,39.086741,48.708427,80.008339
-100,0,27.25211,38.747812,4.265947,89.625664,92.623047
-100,0,-0.000004,48.591944,-23.04953,108.671722,138.974915
-100,0,1.431576,42.966341,-10.48455,99.27095,89.384483
-100,0,-19.296206,36.69198,7.199769,82.578217,56.972347
-100,0,-42.194237,57.774206,42.660433,44.787525,81.154068
-100,0,-1.440878,45.704565,53.874903,0,38.505001
-100,0,30.720667,19.36496,37.736681,64.962784,63.922165
-100,0,40.669968,20.130884,-3.480909,109.696945,116.547478
-100,0,-0.000003,19.391834,-15.87635,135.821381,94.574844
-100,0,1.404488,5.277836,-19.763275,172.371872,138.961746
-100,0,-35.999512,4.978033,6.333416,119.561852,102.64576
-100,0,-27.02776,4.087583,43.052328,59.853527,41.42038
-100,0,-3.214591,7.239234,106.207728,0,67.021271
-100,0,27.409595,9.384989,45.825052,59.936653,52.976654
-100,0,45.120415,14.15686,3.94979,118.081512,135.635361
-100,0,-0.000005,15.338467,-27.164512,163.05191,164.750626
-100,0,1.402758,22.551584,-36.451059,153.731964,188.781647
-100,0,-53.623104,21.600197,-2.577189,114.995674,151.85939
-100,0,-56.21843,22.005684,60.836634,58.276772,95.791977
-100,0,-1.402084,14.201643,60.664477,0,21.226955
-100,0,24.685368,18.401672,44.251936,57.555294,47.842472
-100,0,49.290245,29.766188,1.542145,111.574051,151.156158
-100,0,-0.000005,28.206352,-23.016084,145.064545,154.110611
-100,0,1.40426,28.245998,-10.494225,136.397156,110.522072
-100,0,-24.632141,23.746727,14.155802,107.043831,64.833046
-100,0,-41.464947,30.78496,52.318339,55.321884,67.798332
-100,0,-1.40921,31.926237,79.695223,0,41.678364
-100,0,38.810715,37.395174,52.407271,54.05574,79.809319
-100,0,55.856979,48.549291,-2.249044,102.755875,173.572418
-100,0,-0.000003,32.854402,-6.801924,128.659805,104.42691
-100,0,1.413278,40.650633,-11.648915,120.922432,113.396873
-100,0,-35.670334,40.855032,7.765159,97.782204,97.23806
-100,0,-40.743908,43.246282,51.88053,51.572002,66.274338
-100,0,-1.410319,36.269159,64.101221,0,25.362946
-100,0,47.139477,19.721456,57.216261,62.671726,92.339355
-100,0,36.414165,19.10227,8.976328,114.195335,99.346436
-100,0,-0.000006,20.620275,-42.409601,147.598846,196.124451
-100,0,1.399374,3.295198,13.395106,174.275223,59.946712
-100,0,-55.371716,5.380142,4.424685,119.752831,152.028076
-100,0,-37.823338,4.194246,58.888052,59.917488,53.012878
-100,0,-3.031751,5.252763,102.927759,0,44.072781
-100,0,32.501648,8.567716,58.764838,59.966316,56.252377
-100,0,42.055939,10.498388,15.718985,118.900673,115.925888
-100,0,-0.000004,10.463912,-8.36503,167.211365,126.850273
-100,0,1.425433,19.963928,-33.761039,160.147522,200.67894
-100,0,-45.452702,16.291317,12.140351,117.092445,117.92955
-100,0,-32.380177,13.447593,57.075773,59.012077,42.080688
-100,0,-1.403043,19.750664,112.594492,0,53.874313
-100,0,28.149931,16.751457,56.252428,58.582047,47.339348
-100,0,66.018532,29.869499,1.884185,114.974258,192.271271
-100,0,-0.000004,19.189323,-0.631019,153.374512,103.605263
-100,0,1.404355,33.749559,-32.335283,146.601501,196.219955
-100,0,-25.927542,21.270855,23.410877,112.0952,59.387974
-100,0,-34.700714,23.740972,58.4173,57.228886,46.001141
-100,0,-1.404112,25.276573,84.0982,0,25.323561
-100,0,158.74617,89.903894,131.654276,56.416473,333.603668
-100,0,148.487854,84.870462,-45.729086,109.169586,462.327545
-100,0,-0.00001,59.445291,-71.636335,140.275269,324.427795
-100,0,1.410275,46.83238,-30.072845,133.94902,189.233521
-100,0,-28.274441,31.266439,22.050713,105.694832,65.630386
-100,0,-54.475899,43.437479,69.819208,54.795578,83.219803
-100,0,-1.404895,35.521635,83.68342,0,25.160318
-100,0,38.853474,18.794578,62.43178,61.612591,67.367172
-100,0,52.006424,19.402099,9.974054,116.369911,140.490875
-100,0,-0.000006,19.625923,-25.647594,154.683899,170.146072
-100,0,1.40262,6.064257,-52.499685,175.418793,276.553986
-100,0,-41.544765,4.071257,22.557337,119.841599,100.992798
-100,0,-62.653919,4.90274,82.03631,59.947151,90.758873
-100,0,-3.015474,4.104595,100.50368,0,22.15238
-100,0,58.406609,11.441983,83.721743,59.979042,103.490021
-100,0,42.797226,8.918553,25.29113,119.290237,109.048882
-100,0,-0.000005,9.944563,-6.746556,169.739792,141.751907
-100,0,1.936152,19.71435,-40.905843,164.060776,242.510345
-100,0,-51.068001,15.334316,18.899241,118.109955,125.052185
-100,0,-61.478615,16.870436,83.875925,59.362041,87.832886
-100,0,-1.401813,17.738752,126.382151,0,47.887276
-100,0,57.347916,22.89274,83.109453,59.079075,102.071289
-100,0,65.432175,25.133129,12.222516,116.688606,181.368317
-100,0,-0.000007,26.422373,-30.925966,158.534653,214.738342
-100,0,-0.000005,24.964016,-4.016126,153.00853,131.182678
-100,0,-68.380531,31.163519,10.06966,114.727661,172.823074
-100,0,-52.602291,26.682752,79.919031,58.181423,69.683479
-100,0,0,36.432443,121.85985,5.282274,48.298443
-100,0,36.978874,26.517824,71.350054,57.626362,59.757256
-100,0,40.750557,27.998579,26.472748,112.655655,103.792824
-100,0,-0.000006,36.561205,-22.238691,147.726273,190.69519
-100,0,0.55055,27.397825,15.378103,142.44397,72.034203
-100,0,-56.786854,38.311422,18.654026,110.155434,135.977875
-100,0,-42.165531,33.668867,73.995585,56.50869,49.752857
-100,0,31.123949,29.449346,112.246805,27.092709,66.07235
-100,0,56.696461,27.160223,53.40291,83.539192,103.74617
-100,0,44.153015,31.334799,-16.872641,136.142365,200.278595
-100,0,-27.954325,28.181524,-5.908651,140.977921,146.746246
-100,0,-13.004761,10.396661,-24.937584,159.71582,126.721603
-100,0,-38.57098,9.751408,7.876295,116.967705,117.743858
-100,0,-20.825516,31.346128,49.11463,59.295311,98.07029
-100,0,32.101906,39.942865,64.203806,21.908545,90.663689
-100,0,44.510838,26.78236,12.37155,59.295326,92.736176
-100,0,28.864033,29.117317,-26.143802,108.888184,139.919815
-100,0,-32.260426,54.164621,-64.520864,137.807251,286.426178
-100,0,-8.842641,24.424124,-17.197448,115.898705,98.434456
-100,0,-69.192566,52.989008,6.910735,94.449814,202.005646
-100,0,-27.93977,71.166223,59.88962,47.378418,132.516159
-100,0,24.480175,53.752741,48.960325,14.974516,75.978798
-100,0,30.108763,33.997949,11.507054,47.378429,65.607208
-100,0,34.108639,63.703302,-34.087175,84.296684,177.593338
-100,0,-10.761044,44.826502,-21.522083,100.924202,130.699677
-100,0,-20.62751,71.678377,-41.751112,85.949699,185.534225
-100,0,-35.070171,53.944567,9.285802,72.36367,112.131737
-100,0,-22.036491,86.609918,50.9485,37.004848,117.675964
-100,0,22.373533,71.069712,44.747042,9.643246,77.716469
-100,0,41.694401,67.894831,12.202419,37.00486,99.263779
-100,0,33.792545,91.455789,-33.608316,64.911736,182.354523
